id,source_situation,source_emotion_big,source_emotion_small,source_dialogue,diary,summary
train_198,"대인관계(부부, 자녀)",불안,걱정스러운,딸이 짧은 치마를 입고 외출하려고 해서 남의 시선이 의식돼. 노출 있는 옷이라 타인의 시선이 의식되었군요. 응. 그래서 옷을 갈아입는 게 어떻겠냐고 했어. 옷을 갈아입고 나갔나요? 처음엔 싫어했지만 설득해서 갈아입고 나갔어. 설득이 받아들여져서 안심하셨겠어요.,"오늘 딸이 짧은 치마를 입고 나가려고 해서 좀 걱정했어. 남의 시선이 신경 쓰였거든. 그래서 옷을 갈아입는 게 어떻겠냐고 했더니 처음엔 싫어했지만, 내가 설득하니까 결국 갈아입고 나갔어. 안심이 되더라.","1. 딸이 짧은 치마를 입고 거울 앞에서 고민하고 있다.  
2. 엄마가 딸에게 다른 옷을 제안하며 부드럽게 이야기하고 있다.  
3. 딸이 옷을 갈아입고 나가려는 모습이 보인다."
train_202,"연애,결혼,출산",기쁨,안도,첫 아이가 건강하게 태어났어. 아이가 건강해서 기쁘시겠어요. 출산하시느라 고생 많으셨어요. 경험이 없어서 이런저런 걱정이 많았는데 정말 다행이야. 이제 마음이 놓이시겠어요.,"오늘 첫 아이가 건강하게 태어났어. 정말 기쁘고, 그동안 걱정했던 것들이 다 사라진 것 같아. 아기가 건강하니 마음이 놓이네. 출산하면서 힘들었던 기억도 잊혀지고, 이제 아기와 함께하는 새로운 시작이 기대돼.",1. 아기가 건강하게 태어나서 부모의 얼굴에 미소가 가득하다. 2. 병원 침대 옆에 놓인 아기 옷과 용품들이 정리되어 있다. 3. 따뜻한 조명이 아기와 엄마를 부드럽게 감싸고 있다.
train_209,"연애,결혼,출산",불안,취약한,나는 유독 아기 돌보는 데는 자신이 없어. 아기를 돌보는 것에 취약하다고 느끼시는 것 같아요. 내가 낳은 아기임에도 울거나 보채기만 하면 온몸이 마비돼 버려. 아이가 울 때 불안함을 느끼시나 보군요. 응. 너무 무서워 아기가. 이 문제에 대해 도움을 받을 수 있는 사람이 있었으면 좋겠네요.,"오늘 아기를 돌보는 게 너무 힘들었어. 아기가 울 때마다 가슴이 철렁 내려앉고, 어떻게 해야 할지 모르겠더라. 내가 낳은 아기인데도 이렇게 불안한 기분이 드는 건 처음이야. 누군가 도와줬으면 좋겠다는 생각이 자꾸 들어.",1. 아기가 울고 있어 엄마의 마음이 무겁다. 2. 방 안은 조용하지만 긴장감이 감돈다. 3. 아기의 작은 손이 엄마의 손을 꼭 잡고 있다.
train_211,"연애,결혼,출산",기쁨,신뢰하는,출산 도우미 아주머니가 너무 마음에 들어! 도우미 아주머니가 마음에 드시나 보네요. 잘된 일이에요. 응! 아기도 너무 잘 봐주시고 일도 너무 척척 잘하시니깐 믿음이 가더라고. 몸도 마음도 힘들 시기인데 도움이 되시는 분을 만나 정말 다행이에요. 그래서 이번에 선물을 하나 드리려고! 감사한 마음을 표현할 수 있는 선물을 고르시길 바라요.,"오늘 출산 도우미 아주머니가 정말 마음에 들어! 아기가 잘 보살펴 주시고, 일도 척척 잘하시니 믿음이 가더라고. 힘든 시기에 이렇게 도움이 되는 분을 만나서 정말 다행이야. 그래서 감사한 마음으로 선물을 하나 드리려고 해. 아기와 함께하는 시간이 더 소중하게 느껴져.",1. 아기가 도우미 아주머니의 품에서 편안하게 잠들어 있다. 2. 따뜻한 조명이 방 안을 부드럽게 감싸고 있다. 3. 엄마가 아기와 함께하는 소중한 순간을 간직하고 있다.
train_213,"연애,결혼,출산",슬픔,눈물이 나는,아이가 오늘 크게 다쳐서 병원에 왔어. 병원에 갈 정도로 아이가 아프다니 마음이 안 좋으셨겠어요. 응. 내가 잘 돌보지 못한 것 같아. 미안해서 눈물이 나네. 아이가 다쳐 슬프시군요. 응. 너무 미안해서 눈물이 나. 주위에 곁에 있어 줄 사람이 있었으면 좋겠네요.,"오늘 아이가 크게 다쳐서 병원에 갔어. 마음이 너무 아프고 미안해서 눈물이 나더라. 아이가 아프다니 정말 슬프고, 주위에 누군가 곁에 있어줬으면 좋겠어. 이렇게 힘든 순간이 오다니, 내가 더 잘 돌봐야겠다는 생각이 들어.",1. 아이가 병원에서 치료를 받고 있다. 2. 엄마의 눈가에 맺힌 눈물이 아이의 아픔을 대신하고 있다. 3. 병원 대기실의 차가운 공기가 마음을 더욱 무겁게 한다.
train_220,"연애,결혼,출산",기쁨,느긋,병원서 검진 받았는데 아이가 건강하게 태어나겠다고 의사 선생님이 그랬어. 건강한 아이가 태어나 기쁘시겠어요. 의사 선생님에게 막상 듣고 나니 실감이 나서 더 기뻤어. 앞으로 무엇을 할 수 있을까요? 바르고 긍정적인 생각을 하고 말과 행동 역시 잘해야겠다고 생각했어. 앞으로도 바르고 긍정적인 생각을 갖기를 바랄게요.,오늘 병원에서 검진 받았는데 의사 선생님이 아기가 건강하게 태어난다고 하셨어. 그 말을 듣고 나니 정말 기쁘더라. 앞으로는 긍정적인 생각을 하면서 아이에게 좋은 말과 행동을 보여줘야겠다고 다짐했어. 아기가 건강하게 태어나길 바라는 마음이 더 커졌어.,"1. 병원 대기실에서 의사 선생님과 상담을 하고 있다.  
2. 엄마의 얼굴에 기쁜 미소가 가득하다.  
3. 아기의 건강을 기원하는 따뜻한 마음이 느껴진다."
train_228,"대인관계(부부, 자녀)",분노,짜증내는,아들 방에 빼곡히 붙여놓은 아이돌 포스터를 보면 한숨이 나와. 아들 방에 있는 아이돌 포스터 때문에 기분이 안 좋으시겠어요. 혼을 내도 차분하게 말해도 바뀔 생각이 없네. 어쩜 좋을까? 어떤 방법이 좋은 방법이라 생각하세요? 아들이 평소에 키우고 싶어 하던 강아지를 선물하면서 대화해봐야겠어. 아들과의 대화로 잘 해결됐으면 좋겠어요.,아들 방에 붙어 있는 아이돌 포스터를 보면 한숨이 나와. 혼내도 차분하게 말해도 아들은 전혀 바뀔 생각이 없네. 그래서 아들이 키우고 싶어 하던 강아지를 선물하면서 대화해보려고 해. 아들과의 대화로 잘 해결됐으면 좋겠어.,1. 아들 방의 벽에는 다양한 아이돌 포스터가 빼곡히 붙어 있다. 2. 포스터 사이로 아들의 작은 장난감들이 흩어져 있다. 3. 방 안은 아들의 취향이 가득 담긴 공간으로 따뜻한 느낌을 준다.
train_233,"대인관계(부부, 자녀)",슬픔,실망한,아들이 나보다 엄마가 좋다고 해서 슬퍼. 아들이 그렇게 말하여서 슬프시군요. 평소에 아들하고 잘 놀아주시나요? 잘은 아니더라도 조금은 놀아줘. 그러시군요. 아들의 선택을 받기 위해선 무엇을 하면 좋을까요? 내가 조금 더 노력해서 놀아줘야 할 것 같아. 아들과 더 시간을 보내려고 하시는군요.,"오늘 아들이 나보다 엄마가 좋다고 해서 슬펐어. 그래도 아들과 더 놀아주려고 노력해야겠다는 생각이 들더라. 아들이 웃는 모습을 보면 힘이 나니까, 앞으로 더 많은 시간을 함께 보내야지.",1. 아들이 엄마에게 웃으며 다가온다. 2. 함께 놀기 위해 장난감을 꺼내는 모습이 보인다. 3. 아들이 즐거워하는 표정이 방 안을 따뜻하게 만든다.
train_234,"대인관계(부부, 자녀)",슬픔,실망한,아들이 하라던 공부는 안하고 계속 게임만 해. 아들이 게임만 하셔서 기분이 별로 안 좋으시겠어요. 기분도 별로고 아들과 멀어지는 기분이 들어. 어떻게 하면 이 상황을 발전시킬 수 있을까요? 아들과 가까워지도록 대화를 나눠보던가 재미있게 놀아야 할 거 같아. 관계가 더 가까워지셨으면 좋겠어요.,"요즘 아들이 공부는 안 하고 게임만 하네. 게임하는 모습이 너무 집중해서 신나 보이긴 한데, 나도 좀 걱정이 돼. 아들과의 거리가 점점 멀어지는 것 같아서 마음이 아프다. 그래서 오늘은 아들과 대화도 많이 해보고, 재미있게 놀아보려고 해. 관계가 더 가까워지면 좋겠어.",1. 아들이 게임에 몰두해 있는 모습이 눈에 띈다. 2. 아들의 얼굴에 즐거움이 가득 차 있다. 3. 엄마는 아들과의 거리를 좁히기 위해 노력하고 있다.
train_236,"연애,결혼,출산",기쁨,흥분,출산을 했는데 아기가 무사히 태어나주어서 기뻐. 아기가 무사히 태어나 정말 기쁘시겠어요. 무사히 태어나서 너무 다행이야. 아이가 무사해서 다행이시군요. 이 기쁨을 나눌 방법이 무엇이 있을까요? 빨리 가족들에게 연락을 해야겠어. 가족들과의 대화로 기쁨을 배로 나누었으면 좋겠어요.,"오늘 아기가 무사히 태어나서 정말 기뻐. 가족들에게 이 기쁨을 빨리 전하고 싶어. 아기가 태어난 모습이 너무 사랑스럽고, 이제 우리 가족이 더 행복해질 것 같아. 아기와 함께하는 모든 순간이 소중하게 느껴져.",1. 아기가 태어난 모습이 너무 사랑스럽다. 2. 가족들과의 기쁨을 나누고 싶어하는 마음이 느껴진다. 3. 아기와 함께하는 순간들이 소중하게 다가온다.
train_237,"연애,결혼,출산",기쁨,흥분,오늘 산부인과에 다녀왔어. 너무 기뻐. 산부인과에 다녀오셔서 기쁘시군요. 자세한 이야기를 들려 주실 수 있을까요? 초음파 사진으로 아기의 얼굴이 보였어. 내 아이가 생겼다니 너무 놀라워. 새로운 가족이 생겨서 기쁘시군요. 이 기쁨을 누군가와 나눌 수 있을까요? 오늘은 엄마와 식사를 해야겠어. 엄마와의 즐거운 식사 시간이 되었으면 좋겠어요!,"오늘 산부인과에 다녀왔어. 초음파 사진에서 아기의 얼굴을 보고 너무 기뻤어. 내 아이가 생겼다니 정말 놀라워. 엄마와 함께 이 기쁨을 나누고 싶어서 맛있는 식사를 하기로 했어. 오늘은 특별한 날이니까, 엄마와의 즐거운 시간이 되었으면 좋겠어.","1. 초음파 사진 속 아기의 얼굴이 선명하게 보인다.  
2. 엄마와 함께하는 따뜻한 식사 시간이 기대된다.  
3. 기쁨이 가득한 순간이 방 안을 환하게 밝힌다."
train_241,"대인관계(부부, 자녀)",당황,당황,오늘 딸과 걷다가 손을 잡았더니 질색하며 뿌리쳤는데 당황스럽고 슬퍼. 아이가 손을 뿌리쳤다니 많이 당황스러웠겠어요. 딸에게 친근하게 다가가고자 했던 건데 아이가 불편했나 봐. 아이가 불편해했다고 생각하시는군요. 이 문제에 당황하지 않으려면 앞으로 어떻게 해야 좋을까요? 아이가 불편해할 만한 신체적 접촉은 줄여야겠어. 불편한 신체 접촉을 줄이려고 하시는군요.,"오늘 딸이랑 걷다가 손을 잡았는데, 갑자기 손을 뿌리치더라. 그 모습에 당황하고 슬펐어. 내가 친근하게 다가가고 싶었는데, 아이가 불편했나 봐. 앞으로는 신체 접촉을 좀 줄여야겠어.","1. 엄마가 딸의 손을 잡으려 했지만, 딸이 손을 뿌리쳤다.  
2. 엄마의 표정은 당황과 슬픔이 섞여 있었다.  
3. 주변은 평범한 거리 풍경으로, 두 사람의 모습이 담겨 있었다."
train_243,"대인관계(부부, 자녀)",당황,당황,오늘 딸이 내 발에 걸려 넘어지는 바람에 울어서 놀랐어. 아이가 넘어져서 다치지 않을까 많이 놀라셨겠어요. 아이가 가끔 부주의해서 종종 다치곤 해. 아이에게 부주의한 성향이 있군요. 이 문제에 관해서 어떻게 대화해야 좋을까요? 아이에게 주위를 잘 살피고 조심하라고 해야겠어. 아이에게 조심하라고 말하려고 하시는군요.,오늘 딸이 내 발에 걸려서 넘어졌어. 그 모습에 깜짝 놀라서 울더라. 아이가 가끔 부주의한 것 같아. 그래서 조심하라고 말해줘야겠어. 앞으로는 더 주위를 잘 살피고 조심했으면 좋겠어.,"1. 딸이 내 발에 걸려 넘어져서 울고 있다. 2. 아이의 얼굴에 놀란 표정이 가득하다. 3. 주변은 조용하고, 아이를 걱정하는 엄마의 모습이 보인다."
train_244,"대인관계(부부, 자녀)",기쁨,안도,딸이 아침에 비명을 질러 놀라서 나가보니 그냥 나비가 딸 팔위에 앉은 것이라 안심했어. 처음엔 놀라셨겠지만 그냥 나비가 앉은 것뿐이었군요. 딸이 벌레나 곤충을 싫어하는데 가끔 유난스럽게 굴어. 이런 경우엔 부모로서 어떻게 도와줄 수 있을까요? 아이 방에 살충제를 미리 준비해야겠어. 살충제가 효과가 있길 바라요.,"오늘 아침에 딸이 비명을 질러서 깜짝 놀랐어. 나가보니 그냥 나비가 팔 위에 앉아 있었더라. 처음엔 무서워했지만, 나비를 보고 안심하는 모습이 귀여웠어. 딸은 벌레를 싫어하는데, 가끔 유난스럽게 굴어서 어떻게 도와줘야 할지 고민이야. 방에 살충제를 준비해놔야겠어.","1. 딸이 놀라서 비명을 지르며 나를 부른다.  
2. 나비가 딸의 팔 위에 앉아 있는 모습이 보인다.  
3. 딸의 표정이 처음엔 무서웠다가 안심하는 모습으로 변한다."
train_246,"연애,결혼,출산",슬픔,눈물이 나는,아이가 몸살 때문에 아픈데 아파서 그런지 계속 칭얼대. 너무 마음이 아프고 아려. 아이가 아파 칭얼대자 마음이 아프시군요. 열이 계속 떨어지지 않아서 너무 걱정되어서 눈물이 자꾸 나. 아이의 건강이 걱정되시는군요. 누구의 도움을 받아야 좋을까요? 안 되겠어. 응급실이라도 얼른 데려가야겠어. 아이를 응급실에 데려가려고 하시는군요.,오늘 아이가 몸살로 아프다더니 계속 칭얼대서 마음이 아프네. 열이 떨어지지 않아서 걱정이 돼서 눈물이 나올 지경이야. 응급실에 가야 할 것 같아. 아이를 안고 빨리 나가야겠다.,1. 아기가 아파서 이불 속에서 불편한 표정을 짓고 있다. 2. 엄마가 걱정스러운 눈빛으로 아이를 바라보고 있다. 3. 응급실로 가기 위해 서둘러 준비하는 모습이 보인다.
train_255,"대인관계(부부, 자녀)",불안,당혹스러운,요즘 들어 딸이 밥을 안 먹어서 걱정이야. 딸이 금식으로 인해서 건강을 해칠까 봐 걱정이시겠어요. 음식을 너무 안 먹으면 건강에 매우 해롭기 때문에 걱정이 되네. 밥을 안 먹는 딸에게 어떻게 밥을 먹으라고 하는 게 좋을 방법일까요? 음식과 건강에 대한 다큐멘터리를 보여주면서 건강과 식사와의 관계를 알려주려고 해. 음식과 건강에 대한 다큐멘터리가 도움이 되었으면 좋겠어요.,"요즘 딸이 밥을 잘 안 먹어서 걱정이야. 그래서 음식과 건강에 대한 다큐멘터리를 보여주기로 했어. 딸이 그걸 보면서 건강과 식사의 중요성을 알았으면 좋겠어. 밥을 안 먹는 모습이 안쓰럽기도 하고, 건강이 걱정되네.",1. 딸이 식탁에 앉아 밥을 앞에 두고 고민하는 모습이 보인다. 2. 화면에는 음식과 건강에 대한 다큐멘터리가 흘러나오고 있다. 3. 딸의 눈빛이 호기심으로 가득 차 있다.
train_261,"대인관계(부부, 자녀)",불안,스트레스 받는,딸이 자꾸 방 정리를 하지 않아. 그래서 정말 짜증이나. 딸의 행동이 당신을 짜증나게 했군요. 음식을 먹고 치우려고 하지도 않고. 그러면 건강에도 좋지 않으니까. 지금의 기분을 해결하기 위해 무언가 할 수 있는 방법이 있나요? 모르겠어. 일단 딸에게 다시 차분히 말해봐야 할 것 같아. 딸과의 대화가 원하는 방향으로 끝맺길 바랄게요.,"딸이 방 정리를 안 해서 정말 짜증났어. 다시 차분히 말해보려고 했는데, 딸은 여전히 음식을 먹고 치우지 않더라. 건강에도 좋지 않은데, 어떻게 해야 할지 모르겠어. 그래도 딸과의 대화가 잘 되길 바래.",1. 방 안에 장난감과 책들이 어지럽게 널브러져 있다. 2. 딸이 음식을 먹고 남긴 그릇이 테이블 위에 놓여 있다. 3. 엄마가 딸에게 차분히 이야기하려고 앉아 있는 모습이 보인다.
train_262,"연애,결혼,출산",불안,불안,아이가 조금이라도 열이 오르면 큰 병이 난건 아닌지 걱정이 돼. 아이가 열이 오르면 큰 병이 난건 아닌지 정말 걱정이 되시겠어요. 지난번에 열이 오르더니 호흡 곤란까지 온 적이 있어서 조금만 열이 올라도 불안하고 걱정이 돼. 과거 기억에 이젠 조금 열만 있어도 걱정되시는군요. 어떻게 하면 불안감과 걱정을 조금이라도 덜 수 있을까요? 아이가 열이 올랐을 때 취해야 할 응급조치를 미리 익혀서 알아두어야 할 것 같아. 미리 응급조치를 익혀서 불안감와 걱정을 덜 수 있으면 좋겠어요.,"오늘 아이가 열이 조금 나서 걱정이 많이 됐어. 예전에도 열이 나더니 호흡 곤란까지 왔던 기억이 나서, 이번에도 불안한 마음이 가시질 않더라. 그래서 응급조치를 미리 알아두기로 했어. 아이가 아프지 않게 잘 돌봐줘야지.",1. 아이가 이불 속에서 조용히 누워 있다. 2. 작은 이마에 열이 나서 걱정스러운 표정이 떠오른다. 3. 엄마가 아이를 바라보며 마음속으로 응급조치를 다짐하고 있다.
train_263,"연애,결혼,출산",불안,불안,야근 때문에 귀가가 늦어지면 일단 아이가 너무 걱정돼서 불안해. 귀가가 늦어지면 아이 걱정 때문에 불안해지시는군요. 아이가 유치원에 남아서 울거나 혼자 유치원 밖으로 나가는 건 아닌지 걱정이 돼. 야근때문에 늦는 상황이면 아이 걱정에 이런 저런 생각이 드시는군요. 어떻게 하면 걱정과 불안함을 더는 데 도움이 될까요? 야근이 있는 날에는 미리 유치원 선생님께 늦은 시간까지 아이를 부탁한다고 말씀드릴 생각이야. 유치원 선생님께 말씀드려서 걱정과 불안을 덜 수 있으면 좋겠어요.,오늘 야근 때문에 집에 늦게 들어갔어. 유치원에서 아이가 혼자 남아 울고 있진 않을까 걱정이 많이 되더라. 그래서 유치원 선생님께 미리 말씀드렸어. 아이가 안전하게 집에 올 수 있도록 부탁했지. 이렇게라도 불안함을 덜 수 있어서 다행이야.,"1. 엄마가 유치원 선생님과 대화하며 아이를 걱정하고 있다. 2. 어두운 밤, 집으로 돌아가는 길에 마음이 무겁다. 3. 유치원에서 아이가 안전하게 지내고 있기를 바라는 마음이 느껴진다."
train_264,"연애,결혼,출산",불안,불안,아이를 출산하자마자 혹시나 아이의 건강에 문제가 있을까 봐 불안해졌어. 혹시나 아이의 건강에 문제가 있을까 봐 불안감이 드시는군요. 그동안 검사에서 어떤 문제가 발견된 적은 없었는데 혹시나 하는 마음에 불안한 것 같아. 출산한 아이의 건강이 이유없이 많이 염려되시나 봐요. 어떻게 하면 불안한 마음을 가라앉힐 수 있을까요? 출산을 담당해주신 의사선생님께 아이 건강에 문제가 없는지 얼른 물어봐야겠어. 의사 선생님께 여쭈어봐서 불안한 마음이 수그러들면 좋겠어요.,"아기를 출산하고 나서 건강이 걱정돼서 마음이 불안했어. 검사 결과는 괜찮았지만, 혹시나 하는 마음에 의사 선생님께 꼭 물어봐야겠다고 생각했어. 아기가 건강하다는 말을 듣고 싶어서 마음이 조마조마하네. 의사 선생님께서 아기 건강에 대해 잘 말씀해 주셨으면 좋겠어.",1. 아기를 품에 안고 의사 선생님을 기다리고 있다. 2. 불안한 마음을 달래기 위해 깊은 숨을 쉬고 있다. 3. 병원 대기실의 조명이 부드럽게 아기를 감싸고 있다.
train_265,"대인관계(부부, 자녀)",불안,불안,아이가 아프다고 해서 병원에 급하게 왔어. 아이가 아파서 병원에 가셨군요. 걱정되시겠어요. 원래 잔병치레가 많은 아이이긴 한데 그래도 항상 걱정 돼. 아이가 아플 때면 항상 걱정되시겠네요. 걱정을 덜 수 있는 방법이 있을까요? 더 건강한 식단으로 먹여서 체질적으로 약한 부분을 보충해 둬야겠어. 건강한 식단을 짜서 아이가 건강해지길 바라요.,"오늘 아이가 아프다고 해서 병원에 급하게 갔어. 원래 잔병치레가 많은 아이라 걱정이 많이 되더라. 병원에서 기다리는 동안 아이의 손을 꼭 잡고 있었는데, 아픈 모습이 너무 안쓰러웠어. 건강한 식단으로 더 잘 챙겨줘야겠다는 생각이 들었어.","1. 병원 대기실에서 아이가 아픈 모습으로 앉아 있다.  
2. 엄마가 아이의 손을 따뜻하게 잡고 있다.  
3. 주변에 병원 장비와 대기 의자가 보인다."
train_267,"대인관계(부부, 자녀)",기쁨,신이 난,아들이 생일날 미역국도 끓여주고 선물도 줬어! 아들이 미역국도 끓여주고 선물도 주어서 정말 좋으시겠어요! 응! 정말 감동 받았어! 어떤 점에서 감동 받으셨어요? 아들이 아침 일찍 일어나서 나를 위해 미역국을 끓여준 거! 아들이 일찍 일어나서 미역국도 끓여주었다니. 정말 좋으시겠어요!,"오늘 아들이 생일이라 미역국을 끓여줬어. 아침 일찍 일어나서 나를 위해서 준비한 거라니, 정말 감동이었어. 아들이 그렇게 나를 생각해주다니, 마음이 따뜻해지더라. 선물도 주고, 정말 특별한 하루였어.","1. 아들이 주방에서 미역국을 끓이고 있다.  
2. 아침 햇살이 부엌을 따뜻하게 감싸고 있다.  
3. 아들이 웃으며 나를 바라보는 모습이 참 사랑스럽다."
train_268,"대인관계(부부, 자녀)",분노,노여워하는,아들이 하도 킥보드 타령을 하길래 큰맘 먹고 사줬더니 한 시간 만에 부숴먹었어! 새로 산 킥보드가 한 시간 만에 파손됐군요. 어떻게 탔길래 이렇게 고장이 난 건지. 고칠 수 있을지 모르겠어. 킥보드를 고칠 수 있는 방법이 있을까요? 아직 산지 얼마 안됐으니까 수리 서비스 보장범위를 알아봐야겠어. 수리 서비스로 보장이 잘 되었으면 좋겠네요.,"아들이 킥보드를 타고 싶다고 난리였어. 그래서 큰맘 먹고 사줬는데, 한 시간 만에 부숴먹었네! 어떻게 이렇게 고장이 났는지 궁금해. 아들이 킥보드를 타는 모습이 너무 귀여웠는데, 이제 고칠 수 있을지 걱정이야. 수리 서비스가 잘 되길 바래.","1. 아들이 킥보드를 타고 신나게 놀고 있다.  
2. 킥보드가 부서진 모습이 안타깝게 보인다.  
3. 아들의 표정이 실망스러워 보인다."
train_269,"대인관계(부부, 자녀)",기쁨,흥분,오늘 처음으로 아들 학예회를 보러 가. 아들도 엄청 신나 하던데 나도 떨리네. 처음 보는 아들 학예회에 많이 기대되시겠어요. 무엇을 하는 거냐고 물어봐도 안 알려줘서 어떤 걸 준비했는지 전혀 모르겠어. 아드님이 학예회 얘기를 비밀로 하였군요. 학예회에 대해서 어떤 말을 하던가요? 별 말 안 했어. 그래도 저렇게 신나있는 거 보면 학예회 준비가 즐거웠나 봐. 아드님의 학예회가 즐거운 추억으로 남길 바라요.,"오늘 아들 학예회를 처음 보러 갔어. 아들이 신나서 뛰어다니는 모습이 너무 귀여웠어. 무슨 준비를 했는지 비밀이라서 궁금했는데, 아들이 즐거워하는 걸 보니 기대가 되더라. 무대 위에서 아들이 어떤 모습으로 나올지 생각하니 가슴이 두근거렸어.",1. 아들이 학예회 무대에서 신나게 준비하는 모습이 보인다. 2. 아이의 얼굴에 가득한 기대감이 느껴진다. 3. 주변에서 다른 아이들과 함께 즐거운 시간을 보내고 있다.
train_270,"대인관계(부부, 자녀)",불안,걱정스러운,왜 아직 연락이 없지. 오늘 아들이랑 스크린 야구장 가기로 했는데 아들놈이 아직 집에 안 왔어. 아드님과 약속이 있는데 아직 오질 않아 걱정이시겠어요. 오늘 아침에만 해도 내가 신신당부하고 아들도 잘 알겠다 했는데 말이야. 아침에도 얘기를 나눠보셨군요. 어떻게 해야 상황이 나아질까요? 바로 전화를 해봐야겠어. 혹시 무슨 일 있는 건 아닌지 한 번 알아봐야지. 아드님과의 통화로 잘 해결이 되었으면 좋겠네요.,"오늘 아들이랑 스크린 야구장 가기로 했는데, 아들이 아직 집에 안 와서 걱정이네. 아침에 신신당부했는데, 아들이 잘 알겠다 했거든. 그래서 더 기다려지는데, 혹시 무슨 일이 있는 건 아닐까 걱정이 돼. 빨리 연락해봐야겠다.","1. 아들이 스크린 야구장에 가기 위해 집을 나서길 기다리고 있다.  
2. 아침에 나눈 대화가 머릿속에 맴돌고 있다.  
3. 불안한 마음으로 아들의 귀가를 기다리고 있다."
