id,source_situation,source_emotion_big,source_emotion_small,source_dialogue,diary,summary
train_474,"연애,결혼,출산",슬픔,눈물이 나는,출산이 끝나고 아기랑 눈 맞춤을 하니 눈물이 펑펑 나왔어. 출산 후 아기의 눈을 보니 눈물이 나왔군요.  행복하고 신기한 경험이었어. 아기를 보고 신기하면서도 행복하셨군요.,출산하고 아기랑 눈 맞춤을 하니까 눈물이 펑펑 나왔어. 아기의 눈을 보니 정말 행복하고 신기한 경험이었어. 아기를 바라보면서 이렇게 감정이 넘치는 순간이 있다는 게 참 소중하네.,"1. 아기가 엄마와 눈을 맞추며 순수한 표정을 짓고 있다.  
2. 엄마의 눈가에 맺힌 눈물이 아기의 얼굴을 더욱 빛나게 한다.  
3. 따뜻한 방 안에서 두 사람의 감정이 서로를 감싸고 있다."
train_475,"연애,결혼,출산",당황,외로운,아이가 엄마 없는 설움을 안 당하게 하려고 부지런히 노력해도 안 되는 게 있네. 양육 문제로 답답함이 있으시군요. 무슨 일이 있나요? 엄마가 채워 줄 수 있는 부분을 못 해주니까 아이가 가끔 외로워 보여. 나도 그렇고. 아이와 본인 모두 외로움을 느끼는군요. 아이의 외로움을 달래 줄 방법이 있을까요? 외로움을 달래 주기 위해서 지금 머리를 쓰고 있어. 아이의 외로움을 달랠 방법을 찾고 계시군요.,"오늘도 아이가 엄마 없는 설움을 느끼는 것 같아. 내가 더 잘해주고 싶은데, 가끔 외로워 보이는 아이를 보면 마음이 아프네. 그래서 아이와 함께 놀아주려고 노력하고 있어. 어떻게 하면 아이의 외로움을 덜어줄 수 있을까 고민 중이야.",1. 아이가 혼자 놀고 있는 모습이 가끔 외로워 보인다. 2. 엄마가 아이와 함께 놀아주려고 애쓰고 있다. 3. 아이의 표정에서 외로움이 느껴진다.
train_478,"연애,결혼,출산",분노,성가신,요즘 아기 돌보는 것이 너무 힘들어. 아이 돌보는 것이 힘드시군요. 어떤 부분이 가장 힘드신가요? 밤에 잠을 잘 수 없어서 힘들어. 잠도 못 주무신다니 너무 힘드시겠어요. 아기를 돌보는 것은 참 힘든 일이네요. 응. 아기는 귀엽지만 돌보는 게 생각만큼 쉽지가 않네. 아기는 귀엽지만 돌보는게 많이 힘드시군요.,"요즘 아기 돌보는 게 정말 힘들어. 밤에 잠도 잘 못 자고, 아기가 귀여운 건 맞지만 돌보는 게 생각보다 쉽지 않네. 아기 얼굴을 보면서 힘든 것도 잊고, 그래도 사랑스럽다는 생각이 드는 하루였어.","1. 아기가 잠들지 않고 울고 있는 모습이 보인다.  
2. 엄마가 아기를 안고 조심스럽게 달래고 있다.  
3. 방 안은 어두운 조명 아래 아기의 얼굴이 부드럽게 비춰진다."
train_479,"대인관계(부부, 자녀)",당황,부끄러운,우리 아들이 나보고 양복 입고 다니면 안 되느냐고 투덜거려. 아빠에게 양복 입고 다니라고 아들이 투덜거렸군요. 학부모 모임에 내가 일하다 와서 시간이 촉박해 작업복 입은 채 갔었거든. 그게 창피했나 봐. 다른 부모들은 차려입고 왔는데 아빠만 그랬으니 창피하게 느꼈단 거군요. 아이를 달래려 퇴근 길에 맛있는 거 잔뜩 사 들고 가는데 마음이 풀려야 할 텐데. 자제분의 마음을 달래려 맛있는 음식을 사 갈 계획이시군요.,"오늘 아들이 나한테 양복 입고 다니면 안 되냐고 투덜거렸어. 아빠가 작업복 입고 학부모 모임에 갔더니 창피했나 봐. 다른 부모들은 다 차려입고 왔는데, 아빠만 그랬으니 아들이 속상했겠지. 그래서 퇴근길에 맛있는 거 잔뜩 사 들고 가기로 했어. 아들이 좋아할 생각하니 마음이 풀리네.","1. 아들이 아빠에게 양복을 입고 다니라고 투덜거리고 있다.  
2. 아빠는 작업복을 입고 학부모 모임에 갔던 기억을 떠올리고 있다.  
3. 퇴근길에 맛있는 음식을 사서 아들에게 줄 계획을 세우고 있다."
train_481,"대인관계(부부, 자녀)",슬픔,비통한,아이가 집을 나가 버렸어. 아이가 집을 나갔군요. 얼마나 놀라셨을까요. 말 없이 나가서 연락도 없고 얼마나 울었는지 몰라. 자녀분이 말 없이 나갔는데 연락도 없어서 많이 속상하셨군요.,"오늘 아이가 집을 나가버렸어. 얼마나 놀랐는지 몰라. 말 없이 나가서 연락도 없고, 그동안 얼마나 울었는지... 아이가 돌아올 때까지 마음이 조마조마했어. 다시는 이런 일이 없었으면 좋겠어.",1. 아이가 집을 나가서 엄마는 걱정으로 가득 차 있다. 2. 엄마의 눈가에 맺힌 눈물이 방 안을 적신다. 3. 조용한 집 안에 아이의 부재가 느껴진다.
train_483,"대인관계(부부, 자녀)",상처,상처,아이가 엄마와 말이 안 통한다면서 대화를 하지 않으려 해. 아이가 엄마랑 말이 안 통해서 대화를 안 하려고 하는군요. 많이 속상하시겠어요. 등을 돌리고 갈 때는 얼마나 속상한지 몰라. 아이가 등을 돌리고 나갈 때 더 속상하셨군요.,오늘 아이가 엄마랑 말이 안 통한다고 하면서 대화를 피하더라. 등을 돌리고 가는 모습을 보니 마음이 아팠어. 아이가 속상한 걸 보니 나도 같이 속상해지더라. 그래도 조금씩 대화가 잘 되길 바래.,1. 아이가 엄마에게 등을 돌리고 가는 모습이 보인다. 2. 아이의 표정이 슬퍼 보인다. 3. 엄마의 마음이 아픈 모습이 느껴진다.
train_488,"대인관계(부부, 자녀)",당황,죄책감의,우리 아들이 건강하지 못한 건 다 내 탓이야. 아드님이 건강하지 않다니 걱정이 많으시겠어요. 어디가 안 좋으신가요? 어릴 때부터 비만이었는데 내가 관리를 못 해줬어. 어머님이 관리를 못 해줘서 비만이 계속됐다고 생각해 죄책감이 크신가 봐요.,"오늘 아들이 건강하지 않다는 소식을 듣고 마음이 무거워. 어릴 때부터 비만이었는데, 내가 제대로 관리해주지 못한 게 너무 미안해. 아들이 건강하게 자라길 바라는 마음이 큰데, 내가 도와주지 못한 것 같아. 아들이 웃는 모습을 보면 힘이 나는데, 그 웃음이 계속 이어지길 바래.",1. 아들이 소파에 앉아 무언가를 생각하며 조용히 있다. 2. 작은 손으로 장난감을 만지작거리며 집중하는 모습이 귀엽다. 3. 방 안의 따뜻한 조명이 아들의 얼굴을 부드럽게 감싸고 있다.
train_489,"대인관계(부부, 자녀)",분노,성가신,아이가 컴퓨터를 바꿔 달라고 얼마나 조르는지 몰라. 아이가 요즘 떼쓰고 있나 봐요. 안된다고 해도 막무가내로 졸라. 아이를 설득하는 방법이 있을까요?  내가 차근차근히 안되는 이유를 알려줘야지. 아이에게 안되는 이유를 차근히 알아듣게 말하기로 했군요.,"요즘 아이가 컴퓨터를 바꿔 달라고 조르네. 안된다고 해도 막무가내로 졸라대고, 떼쓰는 모습이 귀엽기도 하고 힘들기도 해. 그래서 차근차근 안되는 이유를 설명해주기로 했어. 아이가 이해할 수 있도록 잘 말해줘야겠다.","1. 아이가 컴퓨터를 바꿔 달라고 조르며 떼쓰고 있다.  
2. 엄마는 아이에게 안되는 이유를 차근차근 설명해주기로 결심했다.  
3. 아이의 표정은 간절함과 애교가 가득하다."
train_491,"대인관계(부부, 자녀)",분노,분노,아이가 내 말을 듣다가 뛰쳐나가 버렸어. 아이가 말을 끝까지 듣지도 않고 나갔군요. 화가 얼마나 나던지 말이 안 나오고 손이 떨리더라고. 화가 많이 나서 손이 떨리셨군요.,오늘 아이가 내 말을 듣다가 갑자기 뛰쳐나가 버렸어. 그 모습을 보니 화가 나서 손이 떨리더라. 아이가 말을 끝까지 듣지 않고 나가서 정말 속상했어. 그래도 아이가 다시 돌아오길 기다리며 마음을 가라앉혔어.,"1. 아이가 방 안에서 내 말을 듣다가 갑자기 뛰쳐나간다.  
2. 엄마의 손이 떨리며 화가 나 있는 모습이 보인다.  
3. 아이가 다시 돌아오기를 기다리는 엄마의 모습이 느껴진다."
train_492,"연애,결혼,출산",기쁨,만족스러운,이번에 아들을 낳았어! 내 평생 꿈이 이뤄졌어. 아들이 태어나서 기분이 엄청 좋군요. 아들을 낳아서 축구선수로 키우고 싶었거든. 아들을 낳기 위해 엄청나게 노력했다고. 혹시 어떤 노력을 했나요? 열심히 운동도 하고 항상 기도했어. 열심히 운동도 하고 기도한 결과 아들을 낳게 되었군요. 그 노력이 좋은 결과로 이어져서 참 기쁘시겠어요.,드디어 아들을 낳았어! 내 평생의 꿈이 이뤄졌네. 아들이 태어나서 기분이 정말 좋다. 축구선수로 키우고 싶어서 열심히 운동도 하고 기도했거든. 그 노력의 결과가 이렇게 나타나서 너무 기쁘다.,1. 아기가 따뜻한 담요에 싸여 조용히 누워 있다. 2. 아기의 작은 손가락이 꿈꾸는 듯 살짝 움직인다. 3. 방 안은 아기의 고요한 숨소리로 가득 차 있다.
train_497,"대인관계(부부, 자녀)",기쁨,신뢰하는,우리 딸은 시키지 않아도 공부를 열심히 해. 딸만 보면 너무 기특해. 시키지 않아도 열심히 하는 딸이 자랑스러우시겠어요. 나의 일등 자랑거리라고도 할 수 있지. 자랑스러운 딸에게 해줄 수 있는 무언가가 있을까요? 칭찬은 물론이고 옆에서 격려하는 말도 해 줘야겠어. 격려의 말을 해주려 하시는군요. 다른 방법은 또 생각한 게 있으신가요?,"우리 딸은 오늘도 공부를 열심히 했어. 시키지 않아도 스스로 책을 펼치고 집중하는 모습이 너무 기특하더라. 그런 딸을 보니 자랑스럽고, 옆에서 격려의 말을 해주고 싶어졌어. 오늘은 칭찬도 많이 해주고, 더 열심히 할 수 있도록 응원해줘야겠다.","1. 딸이 책상에 앉아 집중해서 책을 읽고 있다.  
2. 작은 손으로 책장을 넘기며 눈빛이 반짝인다.  
3. 엄마가 딸을 바라보며 미소 짓고 있다."
train_499,"대인관계(부부, 자녀)",당황,열등감,딸이 왜 이렇게 못생기게 낳았냐고 화를 냈어. 따님께서 그런 이유로 화를 내셔서 정말 속상하셨겠어요. 나한텐 세상에 하나밖에 없는 소중한 딸인데 그 말 듣고 너무 속상했어. 어떻게 해야 따님이 자신을 사랑할 수 있게 될까요? 내가 계속 사랑한다고 세상에 하나뿐인 소중한 딸이라고 해줄래. 딸에게 그런 칭찬을 해 주면 어떤 장점이 있을까요?,"오늘 딸이 왜 이렇게 못생겼냐고 화를 내서 정말 속상했어. 나한텐 세상에 하나밖에 없는 소중한 딸인데, 그런 말을 듣고 마음이 아팠어. 그래서 더 많이 사랑해주고 싶어. 딸이 자신을 사랑할 수 있도록 계속 칭찬해줘야겠어.","1. 딸이 화가 나서 얼굴을 찡그리고 있다.  
2. 엄마는 딸을 안아주며 위로하고 있다.  
3. 방 안은 따뜻한 조명 아래에서 두 사람의 감정이 교감하고 있다."
train_505,"대인관계(부부, 자녀)",당황,당황,오늘 아들이 갑자기 장난을 치다 내 뺨을 때려서 정말 황당했어. 아들이 뺨을 때리다니 정말 놀랐겠어요. 아들이 가끔 장난을 치다 선을 넘곤 해. 아들이 장난을 심하게 칠 때는 어떻게 해야 할까요? 아들에게 충분히 주의를 주고 잘못을 지적해야겠어. 아들에게 주의를 주고 잘못을 지적했을 때 그려지는 최선의 모습은 어떤 것인가요?,"오늘 아들이 장난을 치다가 내 뺨을 때렸어. 정말 황당했지. 아들이 장난을 심하게 치는 걸 보면 가끔은 어떻게 해야 할지 고민이 돼. 아들에게 주의를 주고 잘못을 지적했을 때, 아들이 반성하는 모습이 떠오르네. 그런 모습이 정말 귀엽고 사랑스럽더라.","1. 아들이 장난을 치며 웃고 있다.  
2. 엄마의 뺨을 가볍게 때린 아들의 표정이 장난스럽다.  
3. 방 안은 아들의 웃음소리로 가득 차 있다."
train_511,가족관계,불안,조심스러운,얼마 전에 내가 동생 물건을 함부로 사용해서 동생이 화가 났어. 동생을 보기가 조심스러워. 그런 사건이 있었군요. 응. 동생 마음을 달래주고 싶은데 어떻게 해야 좋을지 모르겠어. 아우 분이 분이 풀리려면 어떻게 하는 것이 좋을까요? 내 생각엔 아우가 좋아하는 교촌치킨을 선물해주면 좋을 것 같아. 굳 아이디어네요.,"얼마 전에 동생 물건을 함부로 사용해서 동생이 화가 났어. 그래서 동생을 보기가 조심스러웠지. 동생 마음을 달래주고 싶어서 교촌치킨을 선물해주면 좋겠다고 생각했어. 동생이 좋아하는 걸 알기 때문에, 그걸로 기분이 풀리면 좋겠어.",1. 동생이 화가 나서 불만 가득한 표정을 짓고 있다. 2. 엄마가 동생을 달래주기 위해 고민하는 모습이 보인다. 3. 교촌치킨 상자가 테이블 위에 놓여 있다.
train_530,"대인관계(부부, 자녀)",상처,"가난한, 불우한",집이 매우 가난한데 딸이 계속 비싼 장난감을 사달래서 걱정이야. 정말 걱정이 되시겠네요. 맞아. 딸에게는 미안하지만 사줄 수가 없는 상태야. 따님에게도 알기 쉽게 말해주시는 건 어떤가요? 한 번 도전해 봐야겠네. 딸과의 사이가 좋아질 수 있으셨으면 좋겠어요.,"요즘 딸이 비싼 장난감을 사달라고 조르네. 가난한 집안이라 사주기 힘든데, 딸에게 미안한 마음이 들어. 어떻게 설명해야 할지 고민이야. 그래도 딸과의 사이가 좋아지길 바라면서 한 번 도전해 보려고 해.",1. 딸이 장난감을 바라며 애타게 기다리고 있다. 2. 엄마는 딸에게 미안한 마음을 품고 있다. 3. 두 사람 사이에 따뜻한 대화가 오가고 있다.
train_539,"대인관계(부부, 자녀)",당황,고립된,아들과 싸우면서 아들을 때렸는데 죄책감이 들고 벌 받는 기분이야. 자녀분을 때려서 죄책감이 들고 벌 받는 기분이 드시는군요. 거기서 때리면 안 되는 거였는데 아들을 때려서 죄책감이 너무 커. 죄책감 해소를 위해 어떻게 하면 좋을까요? 아들에게 때린 것에 대해 사과해야겠어. 자녀분에게 사용자님의 미안한 마음이 잘 전해지길 바라요.,"오늘 아들과 싸우고 나서 너무 미안한 마음이 들어. 아들을 때린 게 너무 후회돼서, 어떻게 사과해야 할지 고민했어. 아들이 내 마음을 이해해줬으면 좋겠어. 다음에는 더 잘할 수 있을 거라 믿어.",1. 아들이 울면서 나를 바라보고 있다. 2. 방 안은 조용하고 긴장감이 감돈다. 3. 아들의 작은 손이 내 손을 잡으려 한다.
train_580,"대인관계(부부, 자녀)",상처,억울한,난 엄마인데 아이가 실수한 걸 너무 심하게 말한 것 같아. 내가 왜 그랬을까. 아이에게 심하게 말한 것 같아 후회되시는군요. 아이가 날 싫어하게 되면 어떡하지. 예전에 이런 일이 있으셨을 때 어떻게 행동하셨나요? 일단 아이가 상처 안 받게 사과했어. 그리고 따뜻하게 안아줄 거야. 그때처럼 상황이 잘 풀리기를 바라요.,오늘 아이한테 너무 심하게 말한 것 같아. 그 모습이 떠올라서 마음이 아프네. 그래서 아이한테 사과하고 따뜻하게 안아줬어. 아이가 상처받지 않았으면 좋겠어. 이렇게 서로의 마음을 이해하는 게 중요하다는 걸 다시 느꼈어.,1. 아이가 엄마의 품에 안겨 따뜻한 포옹을 받고 있다. 2. 엄마의 눈빛이 걱정과 사랑으로 가득 차 있다. 3. 방 안은 조용하고 따뜻한 분위기로 가득하다.
train_582,"대인관계(부부, 자녀)",슬픔,후회되는,아이들이 점점 커가는데 너무 신경을 못 써준 거 같아서 미안해. 아이들에게 미안해서 마음이 안 좋으시겠어요. 내가 더 신경 썼어야 했는데. 잘 못 해준 거 같아 슬프고 안타까워. 이런 감정이 들 때 예전에는 어떻게 극복했나요? 아이들에게 맛있는 저녁을 해줬어. 오늘 맛있는 걸 해줘야겠어. 아이들과 시간을 보내며 기분이 나아졌으면 좋겠어요.,"아이들이 점점 커가는데, 내가 신경을 못 써준 것 같아 미안해. 오늘은 맛있는 저녁을 해주기로 했어. 아이들과 함께 시간을 보내면서 기분이 나아졌으면 좋겠어. 아이들이 웃는 모습을 보니 마음이 편해지더라.",1. 아이들이 저녁을 기다리며 신나게 뛰어다닌다. 2. 부엌에서 맛있는 냄새가 퍼져 방 안을 가득 채운다. 3. 아이들의 웃음소리가 집안을 따뜻하게 감싼다.
train_600,"대인관계(부부, 자녀)",슬픔,환멸을 느끼는,작은딸이 자꾸 몸이 아파서 가엾어. 딸이 몸이 안 좋으셔서 마음이 안 좋으시군요. 아픈 딸을 보면 불쌍하고 슬퍼. 아픈 딸을 위해서 무엇을 할 수 있을까요? 치료에 힘쓰고 같이 있는 시간을 늘려야지. 내가 아빠로서 최선을 다할 거야. 아버지의 노력으로 딸이 꼭 낫기를 바랄게요.,"작은딸이 아프다고 하니 마음이 너무 아프네. 아픈 모습 보니까 정말 가엾고 슬퍼. 그래서 더 많이 안아주고, 곁에 있어주려고 노력했어. 아빠로서 최선을 다하고 싶어. 딸이 빨리 나았으면 좋겠다.","1. 아픈 딸이 이불 속에서 조용히 누워 있다.  
2. 작은 얼굴에 걱정이 가득한 모습이 마음을 아프게 한다.  
3. 따뜻한 방 안에서 아빠가 곁에 있어주며 딸을 지켜보고 있다."
train_613,"대인관계(부부, 자녀)",당황,고립된,애들이 핸드폰만 봐서 핸드폰 끊는다고 했더니 애들이 날 무시한다. 벌을 받는 것 같아. 아이들을 혼냈다고 애들이 본 척도 안 한다니 많이 속상하시겠어요. 평소에 애들 아무것도 안 건드렸는데 그런 말을 한 게 잘못일까? 내가 뭘 잘못한 걸까. 혼자서 생각해도 답이 안 나오니 답답하시겠어요. 뭔가 답을 얻을 수 있는 방법 없을까요? 애 엄마랑 얘기해봐도 답이 안 나오던데 어떻게 해야 할지 모르겠다. 문제를 해결할 답을 얻으시길 바라요.,오늘 애들이 핸드폰만 보고 있어서 좀 속상했어. 그래서 핸드폰을 끊겠다고 했더니 애들이 나를 무시하더라. 혼내도 애들이 본 척도 안 하니까 마음이 아팠어. 내가 뭘 잘못했는지 고민해봤지만 답이 안 나오네. 애 엄마랑 얘기해도 해결이 안 되니까 답답해.,"1. 아이들이 핸드폰을 바라보며 무관심한 표정을 짓고 있다.  
2. 엄마는 애들을 혼내며 속상한 마음을 감추지 못하고 있다.  
3. 방 안은 조용하고, 아이들의 시선은 핸드폰 화면에 고정되어 있다."
train_617,"대인관계(부부, 자녀)",분노,툴툴대는,아들이 엄마한테 말대꾸하고 큰소리치는 걸 보니 내가 애를 잘 못 키운 것 같아. 아들이 소리를 쳐서 마음이 많이 속상하셨겠어요. 어제 새벽까지 게임하기에 등짝을 때렸더니 왜 때리냐고 화를 내더라고. 괜히 참견했나 봐. 예전에 이런 일이 있을 때 어떻게 하셨나요? 아들하고 이야기를 해서 게임을 하는 시간을 정해놓고 하자고 해볼까 봐. 아들과 대화로 잘 해결되었으면 좋겠어요.,"오늘 아들이 엄마한테 말대꾸하고 큰소리치는 걸 보니 마음이 많이 아팠어. 어제 새벽까지 게임하느라 잠도 제대로 못 자고, 그래서 등짝을 한 대 때렸더니 왜 때리냐고 화를 내더라. 괜히 참견했나 싶기도 하고, 아들과 대화로 잘 해결되었으면 좋겠어. 게임 시간을 정해놓고 이야기해보려고 해.","1. 아들이 큰소리치며 엄마에게 말대꾸하고 있다.  
2. 방 안은 어지럽고, 아들은 게임을 하느라 피곤해 보인다.  
3. 엄마는 아들을 바라보며 고민에 빠져 있다."
train_626,"대인관계(부부, 자녀)",당황,한심한,어린 딸을 키우는데 잘 키울 수 있을지 걱정돼. 딸을 잘 키울 수 있을지 걱정되시는군요. 버릇없거나 자립심이 없이 자라면 어떡하지? 책임을 느껴서 부담스러워. 어떻게 잘 키울 수 있을까요? 아이에게 예절 교육을 잘 시키고 싶어. 그러기 위해 예절 교육 공부를 해야겠어. 원하시는 대로 이루시길 바랄게요.,오늘 딸이랑 예절 교육에 대해 이야기했어. 아이가 잘 자라길 바라는 마음이 커서 걱정도 많이 되네. 예절을 잘 가르쳐야겠다고 다짐했어. 딸이 예쁘게 웃으면서 고개를 끄덕이는 모습이 너무 사랑스러웠어.,1. 딸이 예절 교육에 대해 관심을 보이며 고개를 끄덕이고 있다. 2. 엄마의 걱정스러운 표정이 아이에게 전해진다. 3. 따뜻한 분위기 속에서 서로의 마음을 나누고 있다.
val_6,"대인관계(부부, 자녀)",당황,열등감,딸이 자기를 왜 이렇게 못생기게 낳았냐고 화를 냈어. 따님께서 그런 이유로 화를 내셔서 정말 속상하셨겠어요. 나한텐 세상에 하나밖에 없는 소중한 딸인데 그 말 듣고 너무 속상했어. 어떻게 해야 따님이 자신을 사랑할 수 있게 될까요? 내가 계속 사랑한다고 세상에 하나뿐인 소중한 딸이라고 해줄래. 사랑한다는 표현으로 따님에게 도움이되길 원하는군요.,"오늘 딸이 나한테 왜 이렇게 못생기게 낳았냐고 화를 내더라. 그 말 듣고 정말 속상했어. 내 눈에는 세상에서 제일 예쁜 딸인데, 그런 말을 하니까 마음이 아프더라. 그래서 더 많이 사랑해주고 싶어. 어떻게 하면 딸이 자신을 사랑할 수 있을까 고민했어.","1. 딸이 화난 표정으로 나를 바라보고 있다.  
2. 방 안은 따뜻한 조명 아래에서 조용한 분위기가 감돈다.  
3. 엄마가 딸을 안아주며 사랑한다고 속삭이고 있다."
val_12,"대인관계(부부, 자녀)",당황,당황,아들이 장난을 치다가 갑자기 내 뺨을 때려서 정말 황당했어. 아들이 뺨을 때리다니 정말 놀랐겠어요. 아들이 가끔 너무 장난을 치다 선을 넘곤 해. 아들이 장난을 심하게 칠 때는 어떻게 해야 할까요? 아들에게 충분히 주의를 주고 잘못을 지적해야겠어. 충분한 대화를 통해 아들이 잘못을 고칠 수 있길 바라요.,오늘 아들이 장난을 치다가 갑자기 내 뺨을 때렸어. 정말 황당했지. 아들이 장난을 심하게 치는 걸 보면 가끔은 선을 넘는 것 같아. 그래서 아들에게 주의를 주고 잘못을 지적해야겠다고 생각했어. 충분한 대화를 통해 아들이 잘못을 고칠 수 있길 바라.,"1. 아들이 장난을 치며 웃고 있다.  
2. 갑자기 아들이 내 뺨을 때려서 놀란 표정을 짓고 있다.  
3. 방 안은 장난감으로 어지럽혀져 있고, 아들은 신나게 뛰어다닌다."
val_14,"대인관계(부부, 자녀)",기쁨,신뢰하는,아들이 날 많이 닮아서 고지식한데 바르게 살려 노력해서 기뻐. 아들이 바르게 살려 노력해서 기쁘시겠어요. 아들이 자랑스러워. 아들도 내 마음을 알았으면 좋겠어. 어떻게 하면 아들이 이 마음을 알 수 있을까요? 아들에게 자랑스럽다고 칭찬을 해줘야겠어. 아들이 그 마음을 잘 알아주셨으면 좋겠어요.,"오늘 아들이 날 많이 닮아서 그런지 고지식한 모습이 귀여워. 바르게 살려고 노력하는 모습이 자랑스럽고, 그런 아들이 내 마음을 알았으면 좋겠어. 아들에게 칭찬을 해줘야겠다는 생각이 드네. 아들이 내 마음을 잘 알아주면 좋겠어.",1. 아들이 바르게 살려고 노력하는 모습이 눈에 띈다. 2. 아들의 고지식한 모습이 사랑스럽게 느껴진다. 3. 엄마의 마음속에 아들에 대한 자랑스러움이 가득하다.
val_15,"대인관계(부부, 자녀)",기쁨,신뢰하는,아들은 할아버지를 닮아서 노래에 소질이 있어 가수라는 꿈을 이룰 거 같아. 아들이 꿈을 이룰 거라고 신뢰하시는군요. 아들에게 내가 신뢰하고 있단 걸 알려주고 싶어. 어떻게 하면 아들에게 잘 알릴 수 있을까요? 부끄럽지만 넌 꼭 가수가 될 것 같다고 말해줘야겠어. 아들이 그 믿음을 알아줬으면 좋겠어요.,"아들이 할아버지를 닮아서 노래에 소질이 있다는 걸 느꼈어. 그래서 가수라는 꿈을 이룰 거라고 믿고 있어. 아들에게 내가 이렇게 믿고 있다는 걸 꼭 전해주고 싶어. 부끄럽지만, '넌 꼭 가수가 될 것 같아'라고 말해줘야겠어. 아들이 그 믿음을 알아줬으면 좋겠어.","1. 아들이 할아버지를 닮아 노래를 부르고 있다.  
2. 아들의 얼굴에 자신감이 가득 차 있다.  
3. 방 안에 아들의 목소리가 맑게 울려 퍼진다."
val_16,"대인관계(부부, 자녀)",기쁨,신뢰하는,아들은 공부는 못하지만 좋아하는 것을 할 땐 집중력이 좋아서 무엇을 하든 성공할 것 같아. 아들을 신뢰하시는군요. 아들에게 공부는 못하지만 좋아하는 데에 집중력이 좋은 너를 믿는다는 말을 하고 싶어. 어떻게 하면 아들이 그 마음을 알 수 있을까요? 아들이 관심 있는 것에 대한 선물을 주면서 얘기해야겠어. 선물로 아들이 그 마음을 잘 알았으면 좋겠네요.,"아들이 공부는 잘 못하지만, 좋아하는 걸 할 땐 정말 집중력이 대단해. 그런 아들을 보면서 믿음이 생기더라. 그래서 아들에게 '너는 좋아하는 것에 집중할 수 있는 능력이 있어'라고 말해주고 싶어. 아들이 좋아하는 것에 선물을 주면서 그 마음을 전해야겠어. 아들이 그 마음을 잘 알았으면 좋겠어.","1. 아들이 좋아하는 장난감을 가지고 신나게 놀고 있다.  
2. 집중한 표정으로 장난감에 몰두하는 모습이 귀엽다.  
3. 아들의 눈빛이 반짝이며 즐거운 시간을 보내고 있다."
